destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length_1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label_multiclass,attack_family,label_binary,source_file
80.0,5732184.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697814306,1910728.0,3308682.979,5731266.0,147.0,5732184.0,2866092.0,4051967.929,5731266.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.52336073,0.174453577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Web Attack Brute Force,BruteForce,1,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
80.0,115450071.0,16.0,14.0,508.0,1812.0,424.0,0.0,31.75,104.6107069,1806.0,0.0,129.4285714,482.5531002,20.09526698,0.25985259,3981036.931,4873754.975,10000000.0,9.0,115000000.0,7696671.4,4173715.44,10000000.0,709.0,110000000.0,8495798.846,3761991.188,10000000.0,918.0,0.0,0.0,332.0,424.0,0.138588048,0.121264542,0.0,1806.0,74.83870968,330.0669727,108944.2065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.33333333,31.75,129.4285714,332.0,16.0,508.0,14.0,1812.0,8192.0,946.0,15.0,20.0,40421.63636,11631.30262,75490.0,36778.0,10000000.0,529.0875164,10000000.0,9999490.0,BENIGN,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
3703.0,40.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,150000.0,50000.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,25000.0,25000.0,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
53.0,28853847.0,2.0,2.0,121.0,298.0,64.0,57.0,60.5,4.949747468,181.0,117.0,149.0,45.254834,14.52146052,0.138629695,9617949.0,16600000.0,28800000.0,23798.0,28800000.0,28800000.0,0.0,28800000.0,28800000.0,28800000.0,28800000.0,0.0,28800000.0,28800000.0,0.0,0.0,40.0,40.0,0.069314847,0.069314847,57.0,181.0,95.2,54.14979224,2932.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0,60.5,149.0,40.0,2.0,121.0,2.0,298.0,-1.0,-1.0,1.0,20.0,47777.0,0.0,47777.0,47777.0,28800000.0,0.0,28800000.0,28800000.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80.0,115933154.0,14.0,14.0,1352.0,373.0,1274.0,6.0,96.5714285714,338.887254745,367.0,0.0,26.6428571429,97.9745705962,14.8792639593,0.2415184875,4293820.51851852,4931530.63542156,10063159.0,483.0,115897913.0,8915224.07692308,2948218.34653107,10098370.0,86051.0,115897940.0,8915226.15384615,2972186.962671,10098252.0,483.0,0.0,0.0,280.0,424.0,0.1207592437,0.1207592437,0.0,1274.0,59.6896551724,243.1182991656,59106.5073891626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,61.8214285714,96.5714285714,26.6428571429,280.0,14.0,1352.0,14.0,373.0,253.0,71.0,13.0,20.0,39509.3333333333,14664.8185578047,86051.0,34962.0,9618650.08333333,1344218.41435599,10063159.0,5350853.0,BENIGN,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53.0,299.0,2.0,2.0,64.0,256.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,1070234.114,13377.92642,99.66666667,130.4160011,248.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,40.0,40.0,6688.963211,6688.963211,32.0,128.0,70.4,52.58136552,2764.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,32.0,128.0,40.0,2.0,64.0,2.0,256.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
443.0,125183.0,6.0,6.0,356.0,3782.0,212.0,0.0,59.3333333333,89.2248097037,1460.0,0.0,630.3333333333,677.217148828,33055.6065919494,95.8596614556,11380.2727272727,18312.3569159784,42328.0,50.0,125183.0,25036.6,22011.6750907331,42697.0,105.0,86237.0,17247.4,22258.8314001432,44291.0,50.0,0.0,0.0,132.0,132.0,47.9298307278,47.9298307278,0.0,1460.0,318.3076923077,533.9168762731,285067.230769231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,344.8333333333,59.3333333333,630.3333333333,132.0,6.0,356.0,6.0,3782.0,8192.0,60.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
443.0,132455.0,9.0,5.0,535.0,4168.0,207.0,0.0,59.44444444,81.54770247,3778.0,0.0,833.6,1650.974046,35506.3984,105.6962742,10188.84615,13907.79482,36899.0,4.0,132455.0,16556.875,15185.88002,38607.0,4.0,90715.0,22678.75,25960.65185,51875.0,4.0,0.0,0.0,192.0,112.0,67.94760485,37.74866936,0.0,3778.0,313.5333333,963.1704245,927697.2667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,335.9285714,59.44444444,833.6,192.0,9.0,535.0,5.0,4168.0,8192.0,343.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
443.0,4630238.0,2.0,3.0,52.0,83.0,46.0,6.0,26.0,28.28427125,46.0,6.0,27.66666667,20.20725942,29.15616865,1.079858098,1157559.5,2205413.382,4464918.0,4.0,165316.0,165316.0,0.0,165316.0,165316.0,4514693.0,2257346.5,3192364.378,4514689.0,4.0,1.0,0.0,40.0,60.0,0.431943239,0.647914859,6.0,46.0,30.16666667,19.60017007,384.1666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.2,26.0,27.66666667,40.0,2.0,52.0,3.0,83.0,256.0,68.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
80.0,50607846.0,10.0,10.0,2669.0,1432.0,1423.0,0.0,266.9,554.0197449,925.0,0.0,143.2,310.383204,81.03486562,0.395195638,2663570.842,4218294.8,10000000.0,9.0,44700000.0,4965251.778,4990483.374,10000000.0,192.0,50600000.0,5621388.778,4637256.288,10000000.0,15889.0,0.0,0.0,220.0,212.0,0.197597819,0.197597819,0.0,1423.0,195.2857143,432.7835652,187301.6143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,205.05,266.9,143.2,220.0,10.0,2669.0,10.0,1432.0,29200.0,34.0,9.0,20.0,1163232.0,2296344.668,4607749.0,14972.0,10000000.0,8886.586503,10000000.0,10000000.0,BENIGN,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
2877.0,19.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,52631.57895,52631.57895,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,1.0,6.0,1.0,6.0,237.0,16393.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,Botnet,1,Friday-WorkingHours-Morning.pcap_ISCX.csv
1059.0,41.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,24390.2439,24390.2439,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
53.0,110716.0,4.0,2.0,140.0,254.0,35.0,35.0,35.0,0.0,127.0,127.0,127.0,0.0,3558.6545756711,54.1927092742,22143.2,34845.0934810053,79674.0,1.0,31039.0,10346.3333333333,17877.955205597,30990.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,80.0,40.0,36.1284728495,18.0642364247,35.0,127.0,61.2857142857,44.8914033556,2015.2380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,35.0,127.0,80.0,4.0,140.0,2.0,254.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53.0,38580.0,1.0,1.0,44.0,122.0,44.0,44.0,44.0,0.0,122.0,122.0,122.0,0.0,4302.7475375842,51.8403317781,38580.0,0.0,38580.0,38580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,25.9201658891,25.9201658891,44.0,122.0,70.0,45.0333209968,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,44.0,122.0,32.0,1.0,44.0,1.0,122.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
80.0,85582049.0,5.0,6.0,344.0,11595.0,332.0,0.0,68.8,147.1638543,8688.0,0.0,1932.5,3506.021777,139.5035541,0.128531627,8558204.9,27000000.0,85400000.0,20.0,85500000.0,21400000.0,42700000.0,85400000.0,961.0,85600000.0,17100000.0,38200000.0,85400000.0,84.0,0.0,0.0,144.0,200.0,0.058423467,0.07010816,0.0,8688.0,995.4166667,2559.977999,6553487.356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1085.909091,68.8,1932.5,144.0,5.0,344.0,6.0,11595.0,0.0,235.0,2.0,20.0,9039.0,0.0,9039.0,9039.0,85400000.0,0.0,85400000.0,85400000.0,DoS Hulk,DoS,1,Wednesday-workingHours.pcap_ISCX.csv
465.0,1990731.0,16.0,23.0,1380.0,4574.0,362.0,0.0,86.25,86.4557690383,2860.0,0.0,198.8695652174,599.3649142178,2990.8611459811,19.5907935326,52387.6578947368,141656.075626903,857848.0,2.0,1940938.0,129395.866666667,230090.415113856,906820.0,741.0,1941797.0,88263.5,179264.279224504,857848.0,2.0,0.0,0.0,332.0,472.0,8.0372486288,11.5535449039,0.0,2860.0,148.85,457.354799713,209173.412820513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,152.6666666667,86.25,198.8695652174,332.0,16.0,1380.0,23.0,4574.0,8192.0,176.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
80.0,69171723.0,17.0,13.0,2777.0,1440.0,585.0,0.0,163.3529412,261.3003399,288.0,0.0,110.7692308,145.8344689,60.96421799,0.433703234,2385231.828,4057774.184,10000000.0,39.0,59100000.0,3696566.313,4596188.005,10100000.0,23370.0,69100000.0,5755955.5,4675341.406,10100000.0,941.0,0.0,0.0,552.0,424.0,0.245765166,0.187938068,0.0,585.0,136.0322581,215.0309255,46238.29892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.5666667,163.3529412,110.7692308,552.0,17.0,2777.0,13.0,1440.0,29200.0,128.0,5.0,32.0,1817428.4,3839825.473,8686317.0,99802.0,10000000.0,419.0879383,10000000.0,10000000.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53.0,30834.0,1.0,1.0,44.0,110.0,44.0,44.0,44.0,0.0,110.0,110.0,110.0,0.0,4994.486606,64.86346241,30834.0,0.0,30834.0,30834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,32.43173121,32.43173121,44.0,110.0,66.0,38.10511777,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,44.0,110.0,32.0,1.0,44.0,1.0,110.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
56589.0,5.0,3.0,0.0,253.0,0.0,216.0,6.0,84.33333333,114.7097787,0.0,0.0,0.0,0.0,50600000.0,600000.0,2.5,2.121320344,4.0,1.0,5.0,2.5,2.121320344,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,600000.0,0.0,6.0,216.0,117.25,114.4825314,13106.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.3333333,84.33333333,0.0,60.0,3.0,253.0,0.0,0.0,237.0,-1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
80.0,84902292.0,4.0,6.0,380.0,11595.0,374.0,0.0,95.0,186.0215041,5792.0,0.0,1932.5,2179.547086,141.0444844,0.11778245,9433588.0,28200000.0,84800000.0,9.0,84800000.0,28300000.0,48900000.0,84800000.0,47.0,146625.0,29325.0,58860.54708,134218.0,91.0,0.0,0.0,124.0,200.0,0.04711298,0.07066947,0.0,5792.0,1089.181818,1823.456214,3324992.564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1198.1,95.0,1932.5,124.0,4.0,380.0,6.0,11595.0,0.0,235.0,1.0,20.0,0.0,0.0,0.0,0.0,84800000.0,0.0,84800000.0,84800000.0,DoS Hulk,DoS,1,Wednesday-workingHours.pcap_ISCX.csv
80.0,6458796.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.715862833,0.619310472,2152932.0,3728985.877,6458794.0,1.0,6458796.0,2152932.0,3728985.877,6458794.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.619310472,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,2.0,0.0,2.0,2.0,6458794.0,0.0,6458794.0,6458794.0,DDoS,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
443.0,92897945.0,11.0,14.0,1716.0,487.0,1656.0,6.0,156.0,497.4937186,438.0,0.0,34.78571429,116.345757,23.71419518,0.269112519,3870747.708,4869308.209,10000000.0,4.0,90600000.0,9063326.9,3148737.378,10100000.0,102348.0,92800000.0,7140881.769,4606411.899,10100000.0,4.0,1.0,0.0,220.0,388.0,0.118409508,0.150703011,0.0,1656.0,148.4230769,451.892923,204207.2138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,154.36,156.0,34.78571429,220.0,11.0,1716.0,14.0,487.0,256.0,2167.0,10.0,20.0,70150.22222,12074.75977,102348.0,65947.0,10000000.0,14191.16928,10000000.0,9968727.0,BENIGN,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
53.0,108995.0,4.0,2.0,152.0,244.0,38.0,38.0,38.0,0.0,122.0,122.0,122.0,0.0,3633.194183,55.04839672,21799.0,34189.04357,78138.0,3.0,30808.0,10269.33333,17742.85406,30757.0,3.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,104.0,40.0,36.69893114,18.34946557,38.0,122.0,62.0,40.98780306,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.33333333,38.0,122.0,104.0,4.0,152.0,2.0,244.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
53.0,158.0,2.0,2.0,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,1088607.595,25316.4557,52.66666667,84.2931393,150.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,64.0,64.0,12658.22785,12658.22785,35.0,51.0,41.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.75,35.0,51.0,64.0,2.0,70.0,2.0,102.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80.0,5320856.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75175874,1773618.667,3044021.963,5288503.0,27.0,5320856.0,2660428.0,3716659.308,5288503.0,32353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.563819055,0.187939685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3.0,0.0,1.0,0.0,8192.0,26580.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
21.0,221.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899494937,0.0,0.0,0.0,0.0,63348.41629,13574.66063,110.5,37.4766594,137.0,84.0,221.0,221.0,0.0,221.0,221.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,20.0,9049.773756,4524.886878,0.0,14.0,7.0,8.082903769,65.33333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333333,7.0,0.0,64.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-Patator,BruteForce,1,Tuesday-WorkingHours.pcap_ISCX.csv
53.0,198.0,2.0,2.0,154.0,346.0,77.0,77.0,77.0,0.0,173.0,173.0,173.0,0.0,2525252.525,20202.0202,66.0,108.2543302,191.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,40.0,40.0,10101.0101,10101.0101,77.0,173.0,115.4,52.58136552,2764.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.25,77.0,173.0,40.0,2.0,154.0,2.0,346.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
10566.0,48.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,166666.6667,41666.66667,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,20833.33333,20833.33333,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
80.0,353604.0,4.0,7.0,740.0,11595.0,370.0,0.0,185.0,213.6195996,2896.0,0.0,1656.428571,1302.532387,34883.65516,31.10824538,35360.4,73175.51742,207034.0,33.0,219997.0,73332.33333,115918.7628,207034.0,999.0,353411.0,58901.83333,95127.62964,219932.0,33.0,0.0,0.0,136.0,232.0,11.31208923,19.79615615,0.0,2896.0,1027.916667,1242.441911,1543661.902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1121.363636,185.0,1656.428571,136.0,4.0,740.0,7.0,11595.0,29200.0,235.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,DoS,1,Wednesday-workingHours.pcap_ISCX.csv
80.0,66725.0,3.0,4.0,428.0,2266.0,428.0,0.0,142.6666667,247.1059152,2266.0,0.0,566.5,1133.0,40374.67216,104.9082053,11120.83333,16626.35953,32628.0,5.0,33252.0,16626.0,22751.86779,32714.0,538.0,34097.0,11365.66667,18878.4296,33158.0,5.0,0.0,0.0,104.0,136.0,44.96065942,59.9475459,0.0,2266.0,336.75,793.7915793,630105.0714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,384.8571429,142.6666667,566.5,104.0,3.0,428.0,4.0,2266.0,29200.0,237.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
22.0,11461713.0,19.0,31.0,2008.0,2745.0,640.0,0.0,105.6842105,143.7671932,976.0,0.0,88.5483871,223.315,414.6849603,4.362349677,233912.5102,618286.1074,2259881.0,3.0,9608696.0,533816.4444,897697.6659,2304689.0,524.0,11500000.0,382052.2,757811.6069,2259881.0,3.0,0.0,0.0,616.0,1000.0,1.657692877,2.7046568,0.0,976.0,93.19607843,193.9302988,37608.96078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,95.06,105.6842105,88.5483871,616.0,19.0,2008.0,31.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Patator,BruteForce,1,Tuesday-WorkingHours.pcap_ISCX.csv
53.0,23914.0,2.0,2.0,68.0,158.0,34.0,34.0,34.0,0.0,79.0,79.0,79.0,0.0,9450.53107,167.2660366,7971.333333,13800.69217,23907.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,40.0,40.0,83.63301832,83.63301832,34.0,79.0,52.0,24.64751509,607.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,34.0,79.0,40.0,2.0,68.0,2.0,158.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
10010.0,61.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,98360.65574,32786.88525,61.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,16393.44262,16393.44262,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,PortScan,1,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
80.0,63099146.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110936525,10500000.0,11900000.0,32000000.0,999479.0,63100000.0,10500000.0,11900000.0,32000000.0,999479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.110936525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,7.0,0.0,0.0,0.0,29200.0,-1.0,0.0,40.0,7011371.0,0.0,7011371.0,7011371.0,18700000.0,12200000.0,32000000.0,8023748.0,DoS Slowhttptest,DoS,1,Wednesday-workingHours.pcap_ISCX.csv
45660.0,69.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,173913.0435,28985.50725,69.0,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,14492.75362,14492.75362,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,1.0,6.0,1.0,6.0,1024.0,229.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80.0,85691297.0,6.0,7.0,358.0,11595.0,358.0,0.0,59.66666667,146.152888,7240.0,0.0,1656.428571,2565.850857,139.4890779,0.151707355,7140941.417,24700000.0,85500000.0,2.0,85600000.0,17100000.0,38300000.0,85500000.0,2.0,143670.0,23945.0,53213.2046,132203.0,48.0,0.0,0.0,200.0,232.0,0.070018779,0.081688576,0.0,7240.0,853.7857143,1934.120678,3740822.797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,919.4615385,59.66666667,1656.428571,200.0,6.0,358.0,7.0,11595.0,251.0,235.0,1.0,32.0,984.0,0.0,984.0,984.0,85500000.0,0.0,85500000.0,85500000.0,DoS Hulk,DoS,1,Wednesday-workingHours.pcap_ISCX.csv
53.0,36078.0,4.0,4.0,128.0,452.0,32.0,32.0,32.0,0.0,113.0,113.0,113.0,0.0,16076.27917,221.7417817,5154.0,11665.17268,31337.0,4.0,35951.0,11983.66667,20673.18109,35855.0,48.0,4693.0,1564.333333,2702.57661,4685.0,4.0,0.0,0.0,128.0,104.0,110.8708908,110.8708908,32.0,113.0,68.0,42.69074841,1822.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.5,32.0,113.0,128.0,4.0,128.0,4.0,452.0,-1.0,-1.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
